obsnme obsval weight obgnme
DIN_15_05_2016 12.092 4.56E-04 DIN
DIN_16_05_2016 0.004 4.56E-04 DIN
DIN_17_05_2016 9.984 4.56E-04 DIN
DIN_18_05_2016 13.347 4.56E-04 DIN
DIN_19_05_2016 6.801 4.56E-04 DIN
DIN_20_05_2016 2.839 4.56E-04 DIN
DIN_21_05_2016 0.004 4.56E-04 DIN
DIN_22_05_2016 0.004 4.56E-04 DIN
DIN_23_05_2016 3.340 4.56E-04 DIN
DIN_24_05_2016 1.276 4.56E-04 DIN
DIN_25_05_2016 13.350 4.56E-04 DIN
DIN_26_05_2016 0.004 4.56E-04 DIN
DIN_27_05_2016 0.004 4.56E-04 DIN
DIN_28_05_2016 0.004 4.56E-04 DIN
DIN_29_05_2016 0.004 4.56E-04 DIN
DIN_30_05_2016 0.004 4.56E-04 DIN
DIN_31_05_2016 8.480 4.56E-04 DIN
DIN_01_06_2016 4.446 4.56E-04 DIN
DIN_02_06_2016 0.756 4.56E-04 DIN
DIN_03_06_2016 0.279 4.56E-04 DIN
DIN_04_06_2016 19.882 4.56E-04 DIN
DIN_05_06_2016 25.849 4.56E-04 DIN
DIN_06_06_2016 27.160 4.56E-04 DIN
DIN_07_06_2016 29.022 4.56E-04 DIN
DIN_08_06_2016 33.950 4.56E-04 DIN
DIN_09_06_2016 34.786 4.56E-04 DIN
DIN_10_06_2016 25.866 4.56E-04 DIN
DIN_11_06_2016 14.266 4.56E-04 DIN
DIN_12_06_2016 20.484 4.56E-04 DIN
DIN_13_06_2016 14.870 4.56E-04 DIN
DIN_14_06_2016 23.637 4.56E-04 DIN
DIN_15_06_2016 16.331 4.56E-04 DIN
DIN_16_06_2016 12.030 4.56E-04 DIN
DIN_17_06_2016 20.160 4.56E-04 DIN
DIN_18_06_2016 17.401 4.56E-04 DIN
DIN_19_06_2016 46.775 4.56E-04 DIN
DIN_20_06_2016 407.071 4.56E-04 DIN
DIN_21_06_2016 494.148 4.56E-04 DIN
DIN_22_06_2016 415.489 4.56E-04 DIN
DIN_23_06_2016 293.470 4.56E-04 DIN
DIN_24_06_2016 203.359 4.56E-04 DIN
DIN_25_06_2016 138.960 4.56E-04 DIN
DIN_26_06_2016 94.505 4.56E-04 DIN
DIN_27_06_2016 76.956 4.56E-04 DIN
DIN_28_06_2016 42.238 4.56E-04 DIN
DIN_29_06_2016 37.403 4.56E-04 DIN
DIN_30_06_2016 40.920 4.56E-04 DIN
